user_id,item_id
46081082,104604294
84420056,377769931
24565144,94062845
73331581,312550592
93265903,311149831
66258086,387819120
23865567,270285680
29608942,349770970
99411301,57929512
93355152,183322931
138824382,309949990
135514874,373241695
130637943,166589071
40297927,86448550
23780418,281630482
63083532,267818285
111849931,85077346
71107115,9180017
21782028,158738105
98295322,377408426
71911264,134594459
58077011,90454735
54878837,287484730
130991648,160855401
89383339,403753825
105767002,223781269
9456851,356757569
91336045,229895103
100901664,163253466
106490158,38201545
6597815,95134227
50322291,223746088
58077011,61519023
40994655,231685385
70819814,182661467
72540615,42578190
53016665,396338266
98295322,150003315
124565387,2512474
61840976,356858861
7410322,393915814
48570466,115732076
96586223,213577666
114118982,211162810
135670856,226850549
90342802,106535048
134622261,340164930
25800428,89413003
135090452,403541630
111187439,5580335
48820780,253225821
3913639,185353244
44703989,321253291
28610813,123835533
120736960,327633122
54867992,296820662
72836330,173530605
90342802,286461360
66983676,277231139
130637943,151463066
128825158,134119926
129449164,296456902
15980685,203001834
123478667,48710442
48588889,39622653
14217475,220913958
70710134,89136963
105261505,1723000
124857404,275264557
40297927,147348739
70412049,381099536
133996715,251421211
23865567,78230018
128552991,226676096
60371446,202819992
40297927,347462409
58100824,286129249
134622261,219634967
134372182,57652272
93183576,109251644
103064485,327136687
70412049,73195108
70412049,98845296
25800428,106027111
27296776,176616159
70412049,285941870
64519524,373356010
22496560,210816706
65271788,253241814
77622415,242088370
125117551,196314462
43580053,222515788
40297927,251792231
69754786,249391147
61840976,14150613
39808553,394731377
134622261,250976916
66899098,359157253
122131736,82745622
43725519,25402916
106651590,170717575
20815921,137373642
109369720,49468285
57334064,340164930
126704657,207322826
69288209,145760031
52402505,277830922
94376746,300725555
34811514,385471331
15878366,114201441
69953654,211888287
91002033,61167475
108426355,124365305
60371446,391255156
83635059,232341028
112761389,57137954
108426355,211970497
140895366,248795836
69439146,396232239
138072562,299941043
124225320,10563085
94715497,214048177
4904673,354525367
23976557,328488636
134341423,362483163
93563618,375423291
50322291,311253156
134622261,223608275
123337404,160618984
126629557,22703554
72540615,92928298
58100824,195073256
83635059,8819741
128669773,388314106
25800428,27463939
45710176,39770968
40523696,16652948
114407780,400089424
119576056,334635010
93782685,304735281
52042199,9675132
135514874,246326873
31024861,276638356
112271829,260868496
4423839,350386337
95016203,70689170
75536562,81135687
96934202,354516927
134622261,177586504
138080575,398188566
39387686,377196944
2202055,369557475
15980685,285073034
85235720,235336180
138072562,109989769
41866258,278662789
25261910,156890535
50322291,223479232
100945241,142283462
103969132,131013937
40297927,333589612
96586223,193429744
74902831,22251811
14419615,21916616
100945241,223585904
44939837,163484006
132859392,78070092
63933950,119234970
5224199,104202558
105143440,303480592
39936758,48319170
133338433,269675128
44610961,362882472
51965294,262271627
70412049,353738311
14870142,35689600
62623553,225088579
60298546,36507306
134622261,7382727
1726290,164536296
60371446,59675040
108237848,249618450
38252266,298823615
36330239,44653302
82816917,317612655
29608942,382417631
48820780,392372060
116106398,390572724
49431085,395951362
50322291,189798563
24839442,70162159
138824382,195478339
85753848,345685546
2202055,402035696
41866258,117271719
100945241,234113261
103969132,271537870
70396834,208067723
44703989,277153201
130637943,199353852
135809294,354857864
128669773,358521583
57983419,249302929
12161548,54614033
114407780,138731363
93563618,344005377
60371446,352055116
53016665,228997686
92342149,129489673
22717128,371836221
40297927,219354704
101955831,208828925
93355152,70726217
51840068,71540587
3873034,216337578
53016665,303989531
135090452,395168495
15350277,59130932
40994655,139564859
66772845,256500599
44939837,144278677
102689596,14408449
7963964,7863160
3564077,251602922
40847458,98667348
60371446,197870320
52446250,63414298
7494627,176939445
135809294,390181058
95280402,165101425
54867992,210792180
112618249,7073229
43380951,369769443
60371446,386877513
27296776,256948277
76614706,374842582
42163589,295418659
74158682,271889059
129449164,7847050
71107115,286687972
96934202,37375519
123337404,143754728
51986250,303213699
70412049,85797081
32226713,63707163
117368135,68128510
72395472,131010176
84270583,375245526
76136427,176389972
24045086,313106979
20428615,138651672
7494627,92936403
136877543,392839004
28610813,139392786
93782685,248719239
99411301,110842790
28610813,104049546
70412049,344113265
106105995,353009265
131228215,164406901
31786460,237908618
115232626,179180207
40297927,323366251
30606728,137762590
79750986,62272294
47636434,124185992
25261910,170930876
120736960,303861049
103969132,86520406
128440836,401622870
104682831,125695683
14217475,29711418
115908019,237287775
20262488,165164755
85932424,17712290
8081753,113156542
135809294,299851899
115232626,282857224
44939837,289145255
110108245,210899769
74158682,308721717
78735780,403969021
139878830,90297817
74703764,95264914
49928,139577405
71107115,286847694
82705236,81572520
41866258,142628243
71154103,76236609
51840068,5210799
52446250,323118108
58077011,179753047
108259909,27484077
86808910,79899846
9456851,60154532
121320202,184009281
91296173,222205404
114407780,91008287
14419615,296035669
103969132,207821300
62500763,217996686
100371582,101975409
42977680,62398961
53026662,100391703
37401113,208600040
95280402,340559089
123478667,95172852
106733895,87233607
133629702,329266938
85169591,131904115
44939837,325810183
141765235,15787823
63944386,147968985
69754786,282934321
138304776,226740383
15980685,171394790
96586223,281182271
100572495,142041279
34208020,345538332
58077011,78805177
58065859,71728033
40994655,370962225
15980685,124408880
120258671,342884796
93029303,208779453
24205103,298450909
103969132,159398938
40523696,211932375
124169015,134565893
61840976,394135106
94715497,262478133
122364450,289646026
82103242,47820027
131404662,142057301
61840976,84066923
25774265,168202325
93355152,280643620
24370042,366925286
104568145,383537180
124322312,126088143
60371446,395948035
113547467,203376831
130991648,338334928
98186890,91878422
20815921,357830680
73331581,392814533
93355152,212218661
114556011,86295332
46372358,210704978
16638700,50149176
86927679,191641077
23130068,379650474
21449998,219471915
51203615,186141231
61840976,115148441
25800428,272577110
39309813,280947243
25800428,113635484
98609058,284041417
114407780,323819284
61973656,310969312
99820815,167853466
2989488,345285620
89819186,282113015
70412049,137146289
24839442,403773585
120736960,98969534
58077011,106190576
86507870,146064718
94376746,403712250
58065859,253581547
44939837,92228699
40297927,65849793
131965111,46336046
10599339,372894791
15980685,194902818
15980685,158990982
106105995,389459878
110089356,295627610
83844936,400625953
141741386,4935812
111849931,82363250
53016665,343605008
110422419,189662392
31741926,263411409
90670839,240988146
22717128,180523118
60371446,132192317
25800428,51459267
84270583,211199872
105143440,293152644
123337404,158451929
82378875,124571747
70412049,40764525
95280402,299670208
135514874,8352391
98609058,6744684
16426792,340996734
24839442,299363829
112302007,389330821
40523696,311332386
55585675,375630419
21449998,48099258
101893207,84141319
38102445,294545645
627349,38658045
138072562,86447841
39215700,383066240
3781049,336876538
53016665,235711903
106733895,103729114
71193336,344842496
41866258,299445821
136482190,318550894
40297927,139245898
93945234,78038983
74158682,121894359
120607401,343611241
113671708,366748144
130206172,353513103
7805089,336876538
24642742,127000036
41866258,131228993
83635059,258950644
27296776,49485740
80504492,182392255
123053379,70636036
105143440,140806694
94376746,34379614
61134302,347858110
33384407,103822161
73427429,125378450
66772845,265071885
40847458,139810347
53616158,79539381
120736960,331706270
13715846,279483933
40523696,271637478
25800428,326300077
24839442,213022505
92471565,287709910
137683586,261604780
69288209,64540653
116923816,93888029
109498494,105031945
39936758,136577745
33918143,234796702
73490341,320601702
100371582,345616167
40523696,63885312
40523696,207658335
39215700,395113923
15343106,326747610
15040272,126031444
54878837,98620473
110774856,239795801
15350277,239816435
64079770,28651559
28836058,39622653
45324981,187050873
50538209,176296027
44939837,275292322
39215700,112727173
24370042,275118760
114407780,221755221
114118982,241540546
88959033,174580135
60371446,103129225
24839442,338564758
120408978,80041936
51840068,26654292
15583256,101349831
21449998,28733283
31006519,63818354
20815921,317530338
53026662,44523695
31222716,319460963
92680330,210655014
81135167,308359539
24839442,335381357
140872172,21518866
88538921,223240484
46823994,232982127
28836058,155588139
123337404,219784614
49311211,210234633
101861708,23531144
139922556,382771129
115232626,146347680
61840976,370395691
43725519,217943545
76130800,121615619
32345386,247406132
53026662,363516077
45324981,176842457
116557679,166832313
141909682,333430458
1017622,293148277
24839442,104738559
41866258,358110607
134622261,82358646
748014,197637520
74158682,83013703
64060923,63275727
44610961,389224412
107542981,314082114
84270583,58727293
74261240,311697897
99411301,235703260
54228513,169179530
54228513,285635413
103969132,40547528
89897300,358089868
124648234,324397329
22496560,228798265
109688356,86453330
126629557,375809966
65420807,32966526
136372002,280738175
95103333,331293190
90670839,52830963
82773347,43346363
96934202,142753471
24642742,3792916
40994655,210383175
105143440,182354345
31024861,286297354
107228987,201698106
7963964,24975537
44939837,146895148
58077011,41863116
112618249,201139288
39003640,107847419
68209642,221382387
74261240,276066459
40297927,360747836
63105422,352268671
65455483,33677014
108949633,249906916
23441311,307576126
119461584,16313861
95103333,398608352
133641782,283115525
103969132,113074237
130488245,306580082
69387053,4195790
77646698,403546533
58077011,323070179
21968456,300420228
54393201,353414436
40297927,400846600
21449998,317142632
73427429,347914898
98260519,116983728
53016665,145650309
17366329,165459258
141909682,315956924
51969060,1406776
109867332,18107712
138072562,71680570
77374121,206229120
70412049,250327521
8966891,158177756
76130800,242638544
103969132,313727762
39415778,259070506
74902831,43724998
76130800,345167150
113221238,278388741
21449998,229075801
40297927,356027961
48570466,323582185
10735808,45495860
60371446,47437558
114407780,64563116
9456851,3962255
25800428,193860013
43580053,73067759
40994655,111738726
40847458,389327782
57334064,167495934
40297927,67392812
78275733,158795258
8429025,377409985
66899098,34873961
40523696,260094114
33486899,375254201
103969132,168325944
103969132,232635219
129957620,174668306
60371446,122656623
58077011,312225002
30407680,355434012
107228987,64996307
67217136,397670044
66772845,396225143
133135970,330689025
46129044,245797107
112618249,285364607
36106937,295559073
14306251,141658606
101893207,4733093
53016665,28827326
108277029,164666227
14555625,163115786
24045086,280666680
39936758,132009113
30606728,302974600
114407780,172758201
139878830,115932837
126503281,379715296
75443727,261925580
133641782,343159216
136482190,390621619
66772845,301497020
76123992,148893936
76130800,147398554
58077011,192684357
100371582,119016600
33413979,314973510
100371582,131540294
66772845,16120427
93398793,305882645
56752880,247835108
57334064,354493093
20262488,80983527
15057025,133841150
24839442,75797004
55585675,210290989
75764489,397670044
126629557,268149575
100326566,363942491
76408520,246775614
15980685,110426792
14011730,273867685
93029303,273052482
58749285,267902446
1259623,298141714
64087996,396525706
121094926,104750296
8429025,46452914
103969132,247532680
45454313,299054060
24839442,352390437
103969132,280136262
44939837,116396878
52833705,116738800
85753848,160448044
120258671,195494078
133641782,165307013
61840976,139406991
40994655,80644487
12161548,40023276
83635059,17397089
130637943,265895576
42977680,230001014
97772305,110368683
72809892,296004566
69288209,24019131
14217475,239211765
136591948,343270242
53016665,194650006
88158177,153096406
101861708,342382100
2642753,386164685
58065859,17742531
123337404,283787446
90670839,210592933
33384407,104231399
58077011,32042960
5683524,140421465
25261910,128319146
24839442,212379175
103969132,17850898
77187176,113585004
124169015,404383800
123337404,369503513
61840976,208803411
24839442,246400470
40297927,186547618
103969132,258525099
119276116,11314373
53016665,201133996
40523696,290845246
88158177,106997916
40523696,70530501
82103242,8486066
3762752,162777497
15350277,352590133
43023889,133594874
113662130,244111527
76130800,57291977
123020175,93147861
103969132,99162681
64060923,143149727
41866258,218028475
51160991,352043352
54228513,125554786
82378875,337824172
85753848,57661436
81805172,122541703
123990518,309120879
14043203,85404073
4707609,306838119
4423839,80228238
75583025,278039765
90342802,181894934
85753848,171002089
72809892,298790575
58206817,196758598
65455483,321198447
138299981,33952132
120435097,223787715
124857404,77059286
21782028,319455361
141783144,174329205
22994645,233220234
20262488,285250693
128069985,248105133
57334064,124405015
25800428,41161371
1972513,388277597
24626691,129577703
60371446,229353553
99411301,47635021
104531516,96236915
50301733,279310591
116407632,343953107
22132823,67669797
49311211,195624962
38767950,299103352
43580053,235565777
40523696,68823690
69387053,91750517
73490341,239454547
30606728,119369027
74158682,14932680
129979590,166697821
10735808,102189682
103550913,248523114
99092352,157132568
73490341,247687931
125250972,59196642
4606353,34253760
128707539,298174661
70412049,214528614
75578463,207449114
138304776,264097245
65185404,346839808
135809294,358448671
67217136,86230403
59190735,327574299
98295322,274106366
114407780,311616375
45855740,304278269
105767002,26253819
14058841,125576974
128669773,303405737
84270583,105389208
70412049,229225537
68763635,323728114
22003687,192601955
53016665,156369157
25800428,377271791
44137606,117101790
40297927,229345222
103969132,291269977
41866258,44258536
105321705,302087906
21449998,184291424
103969132,33988859
61985804,81686588
15407004,154209955
63479831,84750374
89383339,42835125
64060923,372539548
61840976,260391386
71618587,293103308
49459744,102537220
134309562,16243595
20815921,97133131
58065859,177582372
41866258,284562240
47216621,218915379
108426355,72906502
40297927,211956128
44939837,38759299
52402505,366128437
65185404,369556865
91475997,100162280
24839442,86309034
103969132,220966524
24839442,338884358
91296173,315944136
113239449,314973510
33918143,38003499
69387053,112972541
115981262,244183686
44939837,97267830
76130800,86591863
48840319,290301657
69288209,275572283
126460283,384482641
108949633,349581651
25800428,265931864
58077011,122068932
58065859,367006973
35087832,341428783
36886015,275880086
130835099,45438516
140895366,87398920
15407004,64774548
24839021,122482071
31224260,300930741
71618587,204442513
129957620,358667409
130488245,357580501
123478667,370817930
139878830,61654670
15040272,55902728
40297927,2525006
6846140,42930384
83635059,115173946
24370042,294167986
31466815,114257809
86993985,55767877
115981262,259180626
46129044,71649890
75058330,313402877
4423839,183823472
136976745,117722416
104661914,366907445
23642835,151904777
105767002,289583352
120736960,102394756
75764489,128585123
130637943,299374365
114407780,181313444
69953654,103116684
69288209,339501828
91296173,177110773
33543261,95734368
101893207,354022492
24642742,312414654
14306251,132410742
85655387,291700019
41999826,79458119
74158682,317841481
36641911,85163805
110108245,115935893
2642753,309245869
73331581,312788121
115981262,283824862
53616158,35616560
22496560,37523800
60371446,1210421
27296776,165102493
109122076,404261327
52833705,196916583
60298546,218969601
7166003,17518079
9456851,265284793
1027626,7152134
65185404,211260414
132575385,140507935
58065859,272354965
46495539,4705903
37970659,156191087
120736960,380740501
117368135,403770782
70412049,136004152
24839442,25373306
99411301,205097796
31569374,170151996
41866258,316534788
105143440,369095215
33413979,320525658
50538209,158369238
70412049,394080334
69423169,195465042
44610961,283587953
27730102,203551764
91518799,387974016
58065859,46448385
37309589,86104909
34169827,336695759
99680770,301980661
40297927,157987908
55678980,10103695
5683524,13187460
15350277,43374810
43725519,166324597
25800428,367070714
86927679,116520011
138824382,131055106
126629557,361474389
22717128,170831857
28189555,317707233
65455483,290788427
109750310,400427694
72809892,46480880
72375961,127342263
24839442,266015139
76130800,25948435
748014,3413598
58206817,312253403
85753848,199289697
25965058,72007982
94653084,355231933
90083915,376278589
118019357,352567269
66983676,166902710
5096381,280101461
14217475,358486385
45454313,55147778
85935756,322970025
6461380,15419652
60371446,393485463
70412049,122451531
24642742,50787522
112624474,196022933
128552991,166703378
98609058,340296958
103969132,312203631
31006519,183899616
39358454,94785497
46495539,322783639
20519542,65620725
112548883,18859842
54574235,271595022
120736960,24834552
72840840,94062845
21449998,111102554
33918143,60967144
70412049,307846969
40297927,264338250
88612821,329695791
24839021,32318162
123337404,221983518
4423839,151661741
94376746,264609428
130637943,215720005
141741386,50083865
16915261,307063116
93563618,86365402
70412049,344881057
40297927,185394131
65185404,132410707
36248161,108399906
101675574,217710959
57334064,370258445
85330726,380171858
93355152,129476226
14419615,119986654
89819186,325523744
66772845,58802139
101587570,208758309
90342802,292679685
45454313,211631516
97670409,12925394
51631578,383769791
59594572,320611822
6396227,290035719
30867018,232535142
52446250,323909993
75583025,116544652
138810986,131166154
72395472,216198784
25261910,120549397
27296776,257169045
129284687,322968860
70412049,91513101
116225160,219093161
57334064,104679350
48840319,33591985
68845467,26925071
32345386,80300692
134309562,228068866
138824382,277765896
9456851,339750133
85753848,319888345
125250662,66918199
89819186,158004198
25800428,114845708
24839442,318059741
134341423,25121239
21375338,80586034
73331581,15917835
56485225,180257708
85753848,250420071
100371582,317177488
52446250,363170935
86241219,188971539
40523696,145878483
99092352,367572080
57147852,99881481
57147852,150709409
52446250,369797934
22994645,204710046
31222716,368982433
41866258,284615465
114407780,131028491
103748797,73300400
130488245,253918165
35145947,185724893
116106398,384260077
105316152,288907838
83635059,310297029
33376456,68812945
116634436,278222910
66899098,353803676
114118982,138411099
32345386,235777059
60371446,35051885
15980685,319030770
93029303,378878990
100114414,283475657
46129044,145242115
37970659,85451613
93464833,66722357
34024423,142830340
10070648,36427391
1778994,216704309
46495539,354302809
1027626,375419082
130488245,366932221
7494627,48556422
40523696,121427326
75578463,304131011
40297927,243367096
78735780,220189750
10070648,146948233
114556011,382447696
113084604,365822773
90670839,290602830
141783144,361566381
135514874,231390479
112618249,42472345
57334064,156853629
105261505,38701032
58077011,175577421
123337404,140247413
1726290,273526206
114407780,394199086
107022033,248251214
16915261,2734406
58077011,107156179
91296173,122251009
57334064,101288629
105143440,284853980
30606728,258442243
133641782,263499820
2202055,16457884
40523696,65687666
114822510,56913325
46550020,293168826
41017565,125218085
22132823,362838502
92332181,276364549
124789729,402088310
124169015,196516706
102689596,28481796
130637943,15571241
69423169,10111133
66983676,387316318
76123992,139148282
113084604,387486359
61840976,5203405
41866258,273448858
82378875,248657375
4423839,297577500
69158508,299836688
93355152,198272489
99850835,178460477
65455483,127493827
130991648,377205562
54228513,382417631
39936758,15265247
66258086,140243111
63556787,66219375
139766625,190777407
114118982,385231266
58077011,31497128
70412049,164084015
24839442,221296152
40297927,334076370
94569666,136076082
137683586,46353006
98887618,89609750
114407780,213817249
108493335,53243944
114556011,355414594
97670409,176616159
120725407,61937041
82103242,92781357
91296173,60780085
25800428,380378895
103969132,22602170
65420807,56752293
113057271,29491270
30220561,314903844
16638700,292159323
1715517,296687413
24839021,93378090
73331581,243777913
627349,305742511
118226346,161290935
142357865,135743459
64557721,186370408
126460283,76973584
103969132,224270406
58065859,127529269
49431085,355541121
63556787,173983090
19164979,279322674
125093067,163653508
16549250,26179440
120736960,391615857
46495539,20067574
114407780,397013749
40523696,385502161
31354597,245145987
51986250,351639401
106733895,142188576
56801187,238290272
14419615,261176778
41866258,285773835
25800428,224864891
115908019,364811832
133854282,113093268
112618249,143746558
133629702,235244243
15040272,4121003
128440836,204344341
100371582,57910696
94376746,263131285
120228731,5858186
41866258,369717269
46823994,102800183
40994655,116560369
20815921,142208
22402560,259272037
65185404,63446994
16915261,173771858
119576056,134632501
51986250,197486316
46129044,205081227
65455483,207097650
69288209,396671144
50322291,121120670
101861708,27193181
60371446,150224386
48688879,366320763
70412049,145869999
60371446,286410858
19381333,247021692
65185404,268633252
123742110,14136232
61840976,295790436
95103333,216602482
31006519,389551019
30607791,326441875
44939837,243597816
114118982,402167169
98609058,78737360
132575385,28445080
106733895,271954083
31786460,385312451
115908019,61384015
108237848,236848918
40523696,213436137
87975311,27438354
14217475,100299230
124323186,239513634
36641911,174327141
85954497,113494096
13715846,163382813
16471696,200309581
133641782,233263181
14217475,87802311
134622261,18995962
9456851,116476862
116084393,162226672
116225160,324803794
60371446,176748280
61840976,342598663
24839442,88042222
133996715,266185576
101689972,21109983
27296776,280947326
120736960,172749173
82734890,67188835
33974464,106660535
126151021,239060020
40297927,207576125
103969132,100936871
24839442,353455930
141278390,103979843
85235720,211813381
53016665,263149478
46372358,224850819
27296776,73885026
75764489,154854
61973656,107126884
103969132,290291426
36106937,143149727
54046883,73297643
57334064,266069312
22393062,253903992
60371446,368437221
108259909,383152466
65455483,274456889
91336045,309984252
77187176,42675958
32345386,234381771
77646698,155396115
26664688,345538332
86808910,259541359
74356194,10831936
137744802,239111531
74892642,142538960
23780418,229975571
106218649,92313961
95233036,245160551
116923816,330146514
119576056,168082158
15980685,170507270
42921981,47303239
66899098,78529683
72229479,145428376
3762752,264047662
95831069,344810337
24642742,184803215
140635650,389514136
27296776,199817039
65455483,354834171
20815921,336662549
86927679,361898310
135809294,33188917
90342802,194925375
83635059,196690391
92266011,380413012
33974464,354747860
74710317,292709785
71911264,124438872
141783144,159464806
134947168,245872961
13506203,271866100
30607791,180334152
106613402,376161709
5096381,140917841
130000821,128349585
88538921,71663639
66772845,382654663
31024861,388207850
90342802,157039314
70412049,176174001
112533984,177052613
33469659,184910045
99411301,40384253
103348019,302528375
70412049,10166257
40847458,93013833
139878830,247624268
44703989,350674375
126151021,202059944
14217475,247661659
12572107,385242153
109122076,352130929
138824382,344244228
10735808,151616405
70412049,221687659
40523696,309515561
109122076,75504163
139728754,383462928
138299981,296017233
103969132,356550357
49873473,243378067
120258671,227474303
70412049,115649312
60371446,184615404
60371446,81423041
132859392,230684713
16143276,50992303
53016665,240514714
103969132,94978601
14058841,80586034
13715846,176349039
70412049,126099664
70412049,297770545
58206817,109330225
7805089,321886986
106678728,329471932
102499982,401751237
91805048,141965770
60371446,311510292
16638700,88201660
93563618,363480827
66258086,270305106
53016665,367943845
3564077,272865091
54878837,183672799
130991648,399351300
32345386,203848332
101893207,14582138
129451829,326090192
44939837,156106157
93398793,225398454
48688879,145184480
3762752,168140306
1932774,338710697
46495539,103791959
45454313,106270926
108426355,53472197
76130800,198519170
90342802,283939067
77646698,29206411
24642742,391091901
14306251,161773394
109122076,312909526
89383339,299013797
86927679,115186066
86927679,233700662
15980685,235472915
100424208,285189084
141783144,156368978
14217475,338096008
61973656,56913325
58100824,83013703
77187176,205494293
94779338,132791981
127042682,43455541
116225160,399234359
61973656,50016605
4363457,183538878
93464833,89242693
28796545,314685488
24839442,373888144
50538209,378332351
84270583,258997438
74261240,299260493
25800428,173452900
3913639,354839194
120736960,356686046
74261240,321495071
57983419,298588869
25800428,13503037
86927679,73041796
110422419,297695022
70412049,353027041
69799403,195866218
72836330,131927239
103969132,203367613
28610813,321995663
40297927,20124024
125093067,138395810
134884808,128456327
111366157,30196220
25837904,144976417
128552991,361807477
40297927,158870569
94376746,283697951
1027626,127206027
30606728,107471854
61973656,4201674
110513785,17797076
61840976,353892706
22496560,302837775
29281188,49291304
3762752,139353883
108623128,94106132
30606728,141364366
20815921,354444613
105767002,36517573
120738063,111180295
26365477,221636513
16915261,106277487
76130800,338961163
114407780,184859255
10599339,56574130
128440836,213171647
